# Golden hashes of the C++ oracle output, baked by `cargo xtask bake-goldens`.
# basisu/tests/goldens.rs replays these in pure Rust (no C++).
# Re-bake after re-vendoring upstream; review the diff.
# asset	target	flags	level	len	sha256
xuastc_arith_12x12.ktx2	13	128	9	4	375e7ba6eb9a1bfebdb5318d55b707ee820ae220f660d784037e7cb6190fa6c7
xuastc_arith_12x12.ktx2	13	256	9	4	375e7ba6eb9a1bfebdb5318d55b707ee820ae220f660d784037e7cb6190fa6c7
xuastc_arith_12x12.ktx2	13	512	9	4	375e7ba6eb9a1bfebdb5318d55b707ee820ae220f660d784037e7cb6190fa6c7
xuastc_arith_12x12.ktx2	14	0	0	786432	aa09a5e4f93dedddb84c9cf9a7a89dd1ae6dcd4e47127942156ea5c515e4fb4c
xuastc_arith_12x12.ktx2	14	128	0	786432	2702b53ae6ab1e6de4f13913d842ab3354655535c5d601d27957f399504111be
xuastc_arith_12x12.ktx2	14	256	0	786432	aa09a5e4f93dedddb84c9cf9a7a89dd1ae6dcd4e47127942156ea5c515e4fb4c
xuastc_arith_12x12.ktx2	14	512	0	786432	aa09a5e4f93dedddb84c9cf9a7a89dd1ae6dcd4e47127942156ea5c515e4fb4c
xuastc_arith_12x12.ktx2	14	0	1	196608	6393ef9f0813130ca55c1227afe1018d0c7392097c0ed45e66336a958e2a1181
xuastc_arith_12x12.ktx2	14	128	1	196608	cca3719b998fd45b4ac188123249d3f2f9f07fa27d5173d4a5b76159d9c3deef
xuastc_arith_12x12.ktx2	14	256	1	196608	6393ef9f0813130ca55c1227afe1018d0c7392097c0ed45e66336a958e2a1181
xuastc_arith_12x12.ktx2	14	512	1	196608	6393ef9f0813130ca55c1227afe1018d0c7392097c0ed45e66336a958e2a1181
xuastc_arith_12x12.ktx2	14	0	2	49152	edfb53066b53026f509b27c5a2ab56f73d08959590155e250d4ebbe5c279de77
xuastc_arith_12x12.ktx2	14	128	2	49152	fdb8a1897c001bbfe1d33b4dddb615bf4092e0a6409ef73ec9cd1e47d87b379e
xuastc_arith_12x12.ktx2	14	256	2	49152	edfb53066b53026f509b27c5a2ab56f73d08959590155e250d4ebbe5c279de77
xuastc_arith_12x12.ktx2	14	512	2	49152	edfb53066b53026f509b27c5a2ab56f73d08959590155e250d4ebbe5c279de77
xuastc_arith_12x12.ktx2	14	0	3	12288	6304568f233e4013d563837df30f139d4124d0013bacc514977fdc8c2e13329e
xuastc_arith_12x12.ktx2	14	128	3	12288	f73b205bae51d9bbb9df5ae1468731ad85192aea34ee6aef94b97dbb15beeab5
xuastc_arith_12x12.ktx2	14	256	3	12288	6304568f233e4013d563837df30f139d4124d0013bacc514977fdc8c2e13329e
xuastc_arith_12x12.ktx2	14	512	3	12288	6304568f233e4013d563837df30f139d4124d0013bacc514977fdc8c2e13329e
xuastc_arith_12x12.ktx2	14	0	4	3072	d17df01769bd6e148dfbf28c7c6bf86dceaec7d432635f02d8c762160a878d80
xuastc_arith_12x12.ktx2	14	128	4	3072	3ab521b399965939827f33ec2e97047dec31da89d64ad6469433835e1396a8a8
xuastc_arith_12x12.ktx2	14	256	4	3072	d17df01769bd6e148dfbf28c7c6bf86dceaec7d432635f02d8c762160a878d80
xuastc_arith_12x12.ktx2	14	512	4	3072	d17df01769bd6e148dfbf28c7c6bf86dceaec7d432635f02d8c762160a878d80
xuastc_arith_12x12.ktx2	14	0	5	768	a017bd773fb467d0ad36d1a389d93fd5ad438bb0a050d45722f1fc6a8904750b
xuastc_arith_12x12.ktx2	14	128	5	768	9c165c39d5deb1a73a7d6ef87507683db623d17ffb0ce4883d9acd79f1464d11
xuastc_arith_12x12.ktx2	14	256	5	768	a017bd773fb467d0ad36d1a389d93fd5ad438bb0a050d45722f1fc6a8904750b
xuastc_arith_12x12.ktx2	14	512	5	768	a017bd773fb467d0ad36d1a389d93fd5ad438bb0a050d45722f1fc6a8904750b
xuastc_arith_12x12.ktx2	14	0	6	192	59c1c8a6be98132e2cafa663ae362d030f2a96494f1bc550aaf7283cd6263e8f
xuastc_arith_12x12.ktx2	14	128	6	192	59c1c8a6be98132e2cafa663ae362d030f2a96494f1bc550aaf7283cd6263e8f
xuastc_arith_12x12.ktx2	14	256	6	192	59c1c8a6be98132e2cafa663ae362d030f2a96494f1bc550aaf7283cd6263e8f
xuastc_arith_12x12.ktx2	14	512	6	192	59c1c8a6be98132e2cafa663ae362d030f2a96494f1bc550aaf7283cd6263e8f
xuastc_arith_12x12.ktx2	14	0	7	48	9ca17031a2b285580e036f1edb55e12db09dadce4f1d2eabe254c4fb3e55422f
xuastc_arith_12x12.ktx2	14	128	7	48	9ca17031a2b285580e036f1edb55e12db09dadce4f1d2eabe254c4fb3e55422f
xuastc_arith_12x12.ktx2	14	256	7	48	9ca17031a2b285580e036f1edb55e12db09dadce4f1d2eabe254c4fb3e55422f
xuastc_arith_12x12.ktx2	14	512	7	48	9ca17031a2b285580e036f1edb55e12db09dadce4f1d2eabe254c4fb3e55422f
xuastc_arith_12x12.ktx2	14	0	8	12	ab3299e8fee50c892b99dfae65b22fab815716927d9b3be6995b56ca1b04ac7c
xuastc_arith_12x12.ktx2	14	128	8	12	ab3299e8fee50c892b99dfae65b22fab815716927d9b3be6995b56ca1b04ac7c
xuastc_arith_12x12.ktx2	14	256	8	12	ab3299e8fee50c892b99dfae65b22fab815716927d9b3be6995b56ca1b04ac7c
xuastc_arith_12x12.ktx2	14	512	8	12	ab3299e8fee50c892b99dfae65b22fab815716927d9b3be6995b56ca1b04ac7c
xuastc_arith_12x12.ktx2	14	0	9	2	b1fd532bfd61eb2b7160c258fa47a4da7b89624e8d458fd7db10a86999b1d23a
xuastc_arith_12x12.ktx2	14	128	9	2	b1fd532bfd61eb2b7160c258fa47a4da7b89624e8d458fd7db10a86999b1d23a
xuastc_arith_12x12.ktx2	14	256	9	2	b1fd532bfd61eb2b7160c258fa47a4da7b89624e8d458fd7db10a86999b1d23a
xuastc_arith_12x12.ktx2	14	512	9	2	b1fd532bfd61eb2b7160c258fa47a4da7b89624e8d458fd7db10a86999b1d23a
xuastc_arith_12x12.ktx2	15	0	0	786432	d088fd1e13a8883f5452e735013e8902f168a8ce0646cbab1b45144c67317772
xuastc_arith_12x12.ktx2	15	128	0	786432	06bb0cf44de8ab84ae5a43b112c740d769ec5eddca42a5e11dfd08e86e2b5aa6
xuastc_arith_12x12.ktx2	15	256	0	786432	d088fd1e13a8883f5452e735013e8902f168a8ce0646cbab1b45144c67317772
xuastc_arith_12x12.ktx2	15	512	0	786432	d088fd1e13a8883f5452e735013e8902f168a8ce0646cbab1b45144c67317772
xuastc_arith_12x12.ktx2	15	0	1	196608	16efa412cc4cb99f8c56cb1afb7f4fb1e0c83d014f0bcf3902d4c7e843428b21
xuastc_arith_12x12.ktx2	15	128	1	196608	c6c7dd1f4927f5ae25532af577b8b4bce9094c8dcb64b8133028567fbcef03a0
xuastc_arith_12x12.ktx2	15	256	1	196608	16efa412cc4cb99f8c56cb1afb7f4fb1e0c83d014f0bcf3902d4c7e843428b21
xuastc_arith_12x12.ktx2	15	512	1	196608	16efa412cc4cb99f8c56cb1afb7f4fb1e0c83d014f0bcf3902d4c7e843428b21
xuastc_arith_12x12.ktx2	15	0	2	49152	dc16f34ff73337862f75e489b383f5c6e065b3a091f12729709937656fbf31ce
xuastc_arith_12x12.ktx2	15	128	2	49152	f1fdf0e0bd0bd48e0689eee4a9d61da0b7148e5d90b1449c4cfa633048d54302
xuastc_arith_12x12.ktx2	15	256	2	49152	dc16f34ff73337862f75e489b383f5c6e065b3a091f12729709937656fbf31ce
xuastc_arith_12x12.ktx2	15	512	2	49152	dc16f34ff73337862f75e489b383f5c6e065b3a091f12729709937656fbf31ce
xuastc_arith_12x12.ktx2	15	0	3	12288	7f06a4f8fbe4d2f40f2364ff13c9d7071a2a28d29340d8e6529bf78ab66a21c7
xuastc_arith_12x12.ktx2	15	128	3	12288	5f6864bc13f5bfd21d8fdebf65f34625a951e303ae58821125007cb0e5d86662
xuastc_arith_12x12.ktx2	15	256	3	12288	7f06a4f8fbe4d2f40f2364ff13c9d7071a2a28d29340d8e6529bf78ab66a21c7
xuastc_arith_12x12.ktx2	15	512	3	12288	7f06a4f8fbe4d2f40f2364ff13c9d7071a2a28d29340d8e6529bf78ab66a21c7
xuastc_arith_12x12.ktx2	15	0	4	3072	75e694a79fa1bf0389ba11c8d3e13b95a08d59332dfd162eb54c8ad7e60ab79d
xuastc_arith_12x12.ktx2	15	128	4	3072	03a56c55eb55a6352ceaf0ce7a7a05679ec780be7d88671c15df9a484ce831f8
xuastc_arith_12x12.ktx2	15	256	4	3072	75e694a79fa1bf0389ba11c8d3e13b95a08d59332dfd162eb54c8ad7e60ab79d
xuastc_arith_12x12.ktx2	15	512	4	3072	75e694a79fa1bf0389ba11c8d3e13b95a08d59332dfd162eb54c8ad7e60ab79d
xuastc_arith_12x12.ktx2	15	0	5	768	9e9ad9e5b0fb9046ee475468f34ca0e0ca15cebf0c3a35f3691d47e5dba82cdf
xuastc_arith_12x12.ktx2	15	128	5	768	94a85c973e4e63439d1844cddc3243db9b3ac64e2a381cca9f88b57544276f03
xuastc_arith_12x12.ktx2	15	256	5	768	9e9ad9e5b0fb9046ee475468f34ca0e0ca15cebf0c3a35f3691d47e5dba82cdf
xuastc_arith_12x12.ktx2	15	512	5	768	9e9ad9e5b0fb9046ee475468f34ca0e0ca15cebf0c3a35f3691d47e5dba82cdf
xuastc_arith_12x12.ktx2	15	0	6	192	4c07818b1406c90c7430fca161d1a2c4425467108312486fc4b8f23a609416a6
xuastc_arith_12x12.ktx2	15	128	6	192	4c07818b1406c90c7430fca161d1a2c4425467108312486fc4b8f23a609416a6
xuastc_arith_12x12.ktx2	15	256	6	192	4c07818b1406c90c7430fca161d1a2c4425467108312486fc4b8f23a609416a6
xuastc_arith_12x12.ktx2	15	512	6	192	4c07818b1406c90c7430fca161d1a2c4425467108312486fc4b8f23a609416a6
xuastc_arith_12x12.ktx2	15	0	7	48	e06742d241b37e11d6f76573defab817146391a493e33bace4a668ae803ceda0
xuastc_arith_12x12.ktx2	15	128	7	48	e06742d241b37e11d6f76573defab817146391a493e33bace4a668ae803ceda0
xuastc_arith_12x12.ktx2	15	256	7	48	e06742d241b37e11d6f76573defab817146391a493e33bace4a668ae803ceda0
xuastc_arith_12x12.ktx2	15	512	7	48	e06742d241b37e11d6f76573defab817146391a493e33bace4a668ae803ceda0
xuastc_arith_12x12.ktx2	15	0	8	12	f87018bc2b9bcf29bb58822c2fa1ff3ca1683cf781ab1ff053a0d0d7029dac9c
xuastc_arith_12x12.ktx2	15	128	8	12	f87018bc2b9bcf29bb58822c2fa1ff3ca1683cf781ab1ff053a0d0d7029dac9c
xuastc_arith_12x12.ktx2	15	256	8	12	f87018bc2b9bcf29bb58822c2fa1ff3ca1683cf781ab1ff053a0d0d7029dac9c
xuastc_arith_12x12.ktx2	15	512	8	12	f87018bc2b9bcf29bb58822c2fa1ff3ca1683cf781ab1ff053a0d0d7029dac9c
xuastc_arith_12x12.ktx2	15	0	9	2	1589eb98e6f44b49da84586ff7a8be38027bce6db22e8760ebdc4ef2d2dc81f9
xuastc_arith_12x12.ktx2	15	128	9	2	1589eb98e6f44b49da84586ff7a8be38027bce6db22e8760ebdc4ef2d2dc81f9
xuastc_arith_12x12.ktx2	15	256	9	2	1589eb98e6f44b49da84586ff7a8be38027bce6db22e8760ebdc4ef2d2dc81f9
xuastc_arith_12x12.ktx2	15	512	9	2	1589eb98e6f44b49da84586ff7a8be38027bce6db22e8760ebdc4ef2d2dc81f9
xuastc_arith_12x12.ktx2	16	0	0	786432	f476d820f3b082d4c73be57a15df68cd43e7944be05e35caecf42c2e4e868b29
xuastc_arith_12x12.ktx2	16	128	0	786432	c25aed1765b9f47417067d180a30025cfce1225cfc1402d80d63254b245f44d6
xuastc_arith_12x12.ktx2	16	256	0	786432	f476d820f3b082d4c73be57a15df68cd43e7944be05e35caecf42c2e4e868b29
xuastc_arith_12x12.ktx2	16	512	0	786432	f476d820f3b082d4c73be57a15df68cd43e7944be05e35caecf42c2e4e868b29
xuastc_arith_12x12.ktx2	16	0	1	196608	cc297d60e4532e4a1de35f2088c1a7d3cfbdf0c1cd59ac18999dd5b83ffdca32
xuastc_arith_12x12.ktx2	16	128	1	196608	74b04ada802ce4181fcf760f11f2fdef4139826e6f25b7c8d021bf336f9c1a4d
xuastc_arith_12x12.ktx2	16	256	1	196608	cc297d60e4532e4a1de35f2088c1a7d3cfbdf0c1cd59ac18999dd5b83ffdca32
xuastc_arith_12x12.ktx2	16	512	1	196608	cc297d60e4532e4a1de35f2088c1a7d3cfbdf0c1cd59ac18999dd5b83ffdca32
xuastc_arith_12x12.ktx2	16	0	2	49152	f6f608bd393669320df959119d907a67346fbba454e51f0b4bdd4b689a4a2b09
xuastc_arith_12x12.ktx2	16	128	2	49152	3047ff2bd78c8d5ed8e112bc9dece62d3da85ba7c9ab31c13c1156d86dbc3d00
xuastc_arith_12x12.ktx2	16	256	2	49152	f6f608bd393669320df959119d907a67346fbba454e51f0b4bdd4b689a4a2b09
xuastc_arith_12x12.ktx2	16	512	2	49152	f6f608bd393669320df959119d907a67346fbba454e51f0b4bdd4b689a4a2b09
xuastc_arith_12x12.ktx2	16	0	3	12288	11d1dc44d8ee68bcaf14695711129ddb57064596f48bfdefd3a6575a244a3371
xuastc_arith_12x12.ktx2	16	128	3	12288	2e04de8b05e7e5e9590db97d2e21d2c7e7fde92caa80441033c2431cdad55459
xuastc_arith_12x12.ktx2	16	256	3	12288	11d1dc44d8ee68bcaf14695711129ddb57064596f48bfdefd3a6575a244a3371
xuastc_arith_12x12.ktx2	16	512	3	12288	11d1dc44d8ee68bcaf14695711129ddb57064596f48bfdefd3a6575a244a3371
xuastc_arith_12x12.ktx2	16	0	4	3072	f32900a503c7147a5a2dd71c2fa172190181fdf8316d56661455502b0eb31d47
xuastc_arith_12x12.ktx2	16	128	4	3072	3510cd88c204a6fc0eb440dc9a3c9291894a2a0e0918f29d7c714e62a72a3d5a
xuastc_arith_12x12.ktx2	16	256	4	3072	f32900a503c7147a5a2dd71c2fa172190181fdf8316d56661455502b0eb31d47
xuastc_arith_12x12.ktx2	16	512	4	3072	f32900a503c7147a5a2dd71c2fa172190181fdf8316d56661455502b0eb31d47
xuastc_arith_12x12.ktx2	16	0	5	768	59f4fe9434b31ec732b1a980b03a0b406c55b285c4d15f389cab4ebd384dda71
xuastc_arith_12x12.ktx2	16	128	5	768	f70c110e7f636aa434dd26355e363dcb709467718d1d86e4e311cde21d175d58
xuastc_arith_12x12.ktx2	16	256	5	768	59f4fe9434b31ec732b1a980b03a0b406c55b285c4d15f389cab4ebd384dda71
xuastc_arith_12x12.ktx2	16	512	5	768	59f4fe9434b31ec732b1a980b03a0b406c55b285c4d15f389cab4ebd384dda71
xuastc_arith_12x12.ktx2	16	0	6	192	ea549088cd9243e441bd069ecc443c37286da9274dce072e062543468c43a790
xuastc_arith_12x12.ktx2	16	128	6	192	ea549088cd9243e441bd069ecc443c37286da9274dce072e062543468c43a790
xuastc_arith_12x12.ktx2	16	256	6	192	ea549088cd9243e441bd069ecc443c37286da9274dce072e062543468c43a790
xuastc_arith_12x12.ktx2	16	512	6	192	ea549088cd9243e441bd069ecc443c37286da9274dce072e062543468c43a790
xuastc_arith_12x12.ktx2	16	0	7	48	21974d02a1d7d34bf1f1e743e3c830bfedc5da5c7d27428b69ccc42941b1dda4
xuastc_arith_12x12.ktx2	16	128	7	48	21974d02a1d7d34bf1f1e743e3c830bfedc5da5c7d27428b69ccc42941b1dda4
xuastc_arith_12x12.ktx2	16	256	7	48	21974d02a1d7d34bf1f1e743e3c830bfedc5da5c7d27428b69ccc42941b1dda4
xuastc_arith_12x12.ktx2	16	512	7	48	21974d02a1d7d34bf1f1e743e3c830bfedc5da5c7d27428b69ccc42941b1dda4
xuastc_arith_12x12.ktx2	16	0	8	12	900d30d4e4ce0444deb39ea6bb8d24247a214de0e95bdc77ae9c006a88638732
xuastc_arith_12x12.ktx2	16	128	8	12	900d30d4e4ce0444deb39ea6bb8d24247a214de0e95bdc77ae9c006a88638732
xuastc_arith_12x12.ktx2	16	256	8	12	900d30d4e4ce0444deb39ea6bb8d24247a214de0e95bdc77ae9c006a88638732
xuastc_arith_12x12.ktx2	16	512	8	12	900d30d4e4ce0444deb39ea6bb8d24247a214de0e95bdc77ae9c006a88638732
xuastc_arith_12x12.ktx2	16	0	9	2	f3f58dcd13a2ffa76d7c4b777fcfe54a4e68fbc0a0cf7e052de86714b975ac5b
xuastc_arith_12x12.ktx2	16	128	9	2	f3f58dcd13a2ffa76d7c4b777fcfe54a4e68fbc0a0cf7e052de86714b975ac5b
xuastc_arith_12x12.ktx2	16	256	9	2	f3f58dcd13a2ffa76d7c4b777fcfe54a4e68fbc0a0cf7e052de86714b975ac5b
xuastc_arith_12x12.ktx2	16	512	9	2	f3f58dcd13a2ffa76d7c4b777fcfe54a4e68fbc0a0cf7e052de86714b975ac5b
xuastc_arith_12x12.ktx2	20	0	8	8	28ac2fac1509aca0644488ad5f8220a58acc319d39eb372d3d94de0f10080f2f
xuastc_arith_12x12.ktx2	20	4	8	8	28ac2fac1509aca0644488ad5f8220a58acc319d39eb372d3d94de0f10080f2f
xuastc_arith_12x12.ktx2	20	32	8	8	6521899feae931c80b564fd002bb531347f28548cb77d916c475c75cc305c286
xuastc_arith_12x12.ktx2	20	128	8	8	6e24a3d0aa86744e679a07a7c99980ec0b1126dc1a35cecde3c4a5659721e6f7
xuastc_arith_12x12.ktx2	20	512	8	8	28ac2fac1509aca0644488ad5f8220a58acc319d39eb372d3d94de0f10080f2f
xuastc_arith_12x12.ktx2	20	0	9	8	4cfa53450731a4de0a054688e61f8fca0c70b5d51bb7f821797a7d6b18689773
xuastc_arith_12x12.ktx2	20	4	9	8	4cfa53450731a4de0a054688e61f8fca0c70b5d51bb7f821797a7d6b18689773
xuastc_arith_12x12.ktx2	20	32	9	8	4cfa53450731a4de0a054688e61f8fca0c70b5d51bb7f821797a7d6b18689773
xuastc_arith_12x12.ktx2	20	128	9	8	4cfa53450731a4de0a054688e61f8fca0c70b5d51bb7f821797a7d6b18689773
xuastc_arith_12x12.ktx2	20	512	9	8	4cfa53450731a4de0a054688e61f8fca0c70b5d51bb7f821797a7d6b18689773
xuastc_arith_12x12.ktx2	21	0	8	16	8717b58aa4b228abeb9878a05cb134e621bf0cae2191a3f73346f9fc788d3a3d
xuastc_arith_12x12.ktx2	21	32	8	16	9f8a67a89188cfa0863c40a3271ab8598f7591421867a45348d41ea43c08617d
xuastc_arith_12x12.ktx2	21	128	8	16	ea5c9afa44edcc7104155e761aa368e1a058076697b62ecf54eed8ff0b3dd5b7
xuastc_arith_12x12.ktx2	21	512	8	16	8717b58aa4b228abeb9878a05cb134e621bf0cae2191a3f73346f9fc788d3a3d
xuastc_arith_12x12.ktx2	21	0	9	16	fb714d431fa757685d1633b56ed44a06806f389d7c869bd47363d7d58c67d204
xuastc_arith_12x12.ktx2	21	32	9	16	fb714d431fa757685d1633b56ed44a06806f389d7c869bd47363d7d58c67d204
xuastc_arith_12x12.ktx2	21	128	9	16	fb714d431fa757685d1633b56ed44a06806f389d7c869bd47363d7d58c67d204
xuastc_arith_12x12.ktx2	21	512	9	16	fb714d431fa757685d1633b56ed44a06806f389d7c869bd47363d7d58c67d204
xuastc_arith_12x12.ktx2	40	0	0	44032	4480d55c8826e20d0047d9273a78a18fe8918f0a8354c3aa80b6c07e2215da94
xuastc_arith_12x12.ktx2	40	0	1	11264	0c60fb1e3b49d6d9275c87ab01c9dd2d44f88516ea220d57d203ff72c57e7241
xuastc_arith_12x12.ktx2	40	0	2	2816	fde4e80767ca56e14a1086ae6436028214591a2f15034985229e4fee5b221b0d
xuastc_arith_12x12.ktx2	40	0	3	768	07100d96113eca846ad65f6141f14ce7e3e9093ac20d941656c15221ac7dbea4
xuastc_arith_12x12.ktx2	40	0	4	192	bed4979feb5242aa805243371a3a51c973f8a630ce17a7288e6cfbae8ba62daf
xuastc_arith_12x12.ktx2	40	0	5	64	05384d1999096b457eba512bdd1d384e8a196c7688b065ab0d664e1c763f65a9
xuastc_arith_12x12.ktx2	40	0	6	16	e77ea48ecac470a7ae887560a22ecc4a796ee10179a9b7fa928b5abcc27b829a
xuastc_arith_12x12.ktx2	40	0	7	16	e223a6772719e7028c26cfe34f3513543a3268c27701a630b9995ab567c1dc2c
xuastc_arith_12x12.ktx2	40	0	8	16	da925e2b90f1ed24280c0d161aaf5365392773d652b392dbc3188d269efc3f33
xuastc_arith_12x12.ktx2	40	0	9	16	0fea6b55c4370ac60e4bde4049b2800d165413d705d13afce8ac5ce52826ba63
xuastc_zstd_12x12.ktx2	0	0	8	8	71692cbcd6a36644370485b5c7c43db05776b908203b39e79d753b0b11b02f87
xuastc_zstd_12x12.ktx2	0	4	8	8	71692cbcd6a36644370485b5c7c43db05776b908203b39e79d753b0b11b02f87
xuastc_zstd_12x12.ktx2	0	128	8	8	71692cbcd6a36644370485b5c7c43db05776b908203b39e79d753b0b11b02f87
xuastc_zstd_12x12.ktx2	0	512	8	8	71692cbcd6a36644370485b5c7c43db05776b908203b39e79d753b0b11b02f87
xuastc_zstd_12x12.ktx2	0	0	9	8	e9a431587cbd10b9446d65c5c42bfff6f3d1e68007949c939138efecd31bd11e
xuastc_zstd_12x12.ktx2	0	4	9	8	e9a431587cbd10b9446d65c5c42bfff6f3d1e68007949c939138efecd31bd11e
xuastc_zstd_12x12.ktx2	0	128	9	8	e9a431587cbd10b9446d65c5c42bfff6f3d1e68007949c939138efecd31bd11e
xuastc_zstd_12x12.ktx2	0	512	9	8	e9a431587cbd10b9446d65c5c42bfff6f3d1e68007949c939138efecd31bd11e
xuastc_zstd_12x12.ktx2	1	0	8	16	1f3f470d3a81b99034749f9271cf8aa686cdad369a3e7022d511e1e845b9df22
xuastc_zstd_12x12.ktx2	1	32	8	16	1f3f470d3a81b99034749f9271cf8aa686cdad369a3e7022d511e1e845b9df22
xuastc_zstd_12x12.ktx2	1	128	8	16	1f3f470d3a81b99034749f9271cf8aa686cdad369a3e7022d511e1e845b9df22
xuastc_zstd_12x12.ktx2	1	512	8	16	1f3f470d3a81b99034749f9271cf8aa686cdad369a3e7022d511e1e845b9df22
xuastc_zstd_12x12.ktx2	1	0	9	16	2615db9b13ad182258ec6e9f7f5fa094fd0396d6f63d72a3b4f1dfe101de61fe
xuastc_zstd_12x12.ktx2	1	32	9	16	2615db9b13ad182258ec6e9f7f5fa094fd0396d6f63d72a3b4f1dfe101de61fe
xuastc_zstd_12x12.ktx2	1	128	9	16	2615db9b13ad182258ec6e9f7f5fa094fd0396d6f63d72a3b4f1dfe101de61fe
xuastc_zstd_12x12.ktx2	1	512	9	16	2615db9b13ad182258ec6e9f7f5fa094fd0396d6f63d72a3b4f1dfe101de61fe
xuastc_zstd_12x12.ktx2	2	0	8	8	f4d048329a1139262c33bc37f64b698d58fe6d5877452dc367b5885e54ea835a
xuastc_zstd_12x12.ktx2	2	32	8	8	9cdb1329b3afac4849a1bd378d523df967a4ca0067e1abfb5236a377e98f84cb
xuastc_zstd_12x12.ktx2	2	128	8	8	f4d048329a1139262c33bc37f64b698d58fe6d5877452dc367b5885e54ea835a
xuastc_zstd_12x12.ktx2	2	512	8	8	f4d048329a1139262c33bc37f64b698d58fe6d5877452dc367b5885e54ea835a
xuastc_zstd_12x12.ktx2	2	0	9	8	b336ddf21d2b286d43a66d63f2c632993d7d3d1ac9de1e74fa3e175e7c9fcace
xuastc_zstd_12x12.ktx2	2	32	9	8	b336ddf21d2b286d43a66d63f2c632993d7d3d1ac9de1e74fa3e175e7c9fcace
xuastc_zstd_12x12.ktx2	2	128	9	8	b336ddf21d2b286d43a66d63f2c632993d7d3d1ac9de1e74fa3e175e7c9fcace
xuastc_zstd_12x12.ktx2	2	512	9	8	b336ddf21d2b286d43a66d63f2c632993d7d3d1ac9de1e74fa3e175e7c9fcace
xuastc_zstd_12x12.ktx2	3	0	8	16	5df4d9497a8221ac0820d56743d1fd50ee76cfe7fabe8f2731c1401baa9b54e4
xuastc_zstd_12x12.ktx2	3	32	8	16	c3a11769cb0ff343f02e9dc35ceaf5688dd4d3c428f4e9144cb8660178e75ef8
xuastc_zstd_12x12.ktx2	3	128	8	16	5df4d9497a8221ac0820d56743d1fd50ee76cfe7fabe8f2731c1401baa9b54e4
xuastc_zstd_12x12.ktx2	3	512	8	16	5df4d9497a8221ac0820d56743d1fd50ee76cfe7fabe8f2731c1401baa9b54e4
xuastc_zstd_12x12.ktx2	3	0	9	16	3bd0ef9365ad3ca3199dc29546bf9eb5bca90e2edf195f45bf35503b78ae2800
xuastc_zstd_12x12.ktx2	3	32	9	16	3bd0ef9365ad3ca3199dc29546bf9eb5bca90e2edf195f45bf35503b78ae2800
xuastc_zstd_12x12.ktx2	3	128	9	16	3bd0ef9365ad3ca3199dc29546bf9eb5bca90e2edf195f45bf35503b78ae2800
xuastc_zstd_12x12.ktx2	3	512	9	16	3bd0ef9365ad3ca3199dc29546bf9eb5bca90e2edf195f45bf35503b78ae2800
xuastc_zstd_12x12.ktx2	4	0	8	8	9c16e5e9c0ac3e4f5b3f4969b5ece3020ba460c939bfb6aa8de3878b72841705
xuastc_zstd_12x12.ktx2	4	4	8	8	9c16e5e9c0ac3e4f5b3f4969b5ece3020ba460c939bfb6aa8de3878b72841705
xuastc_zstd_12x12.ktx2	4	32	8	8	9c16e5e9c0ac3e4f5b3f4969b5ece3020ba460c939bfb6aa8de3878b72841705
xuastc_zstd_12x12.ktx2	4	128	8	8	9c16e5e9c0ac3e4f5b3f4969b5ece3020ba460c939bfb6aa8de3878b72841705
xuastc_zstd_12x12.ktx2	4	512	8	8	9c16e5e9c0ac3e4f5b3f4969b5ece3020ba460c939bfb6aa8de3878b72841705
xuastc_zstd_12x12.ktx2	4	0	9	8	0e2c99071546a837effda9dcafaa0cbf26826a9c41645791f3ba15b3ab63fa1d
xuastc_zstd_12x12.ktx2	4	4	9	8	0e2c99071546a837effda9dcafaa0cbf26826a9c41645791f3ba15b3ab63fa1d
xuastc_zstd_12x12.ktx2	4	32	9	8	0e2c99071546a837effda9dcafaa0cbf26826a9c41645791f3ba15b3ab63fa1d
xuastc_zstd_12x12.ktx2	4	128	9	8	0e2c99071546a837effda9dcafaa0cbf26826a9c41645791f3ba15b3ab63fa1d
xuastc_zstd_12x12.ktx2	4	512	9	8	0e2c99071546a837effda9dcafaa0cbf26826a9c41645791f3ba15b3ab63fa1d
xuastc_zstd_12x12.ktx2	5	0	8	16	42e84a0a2b9d330418af63879440c51482ddeae8c492996b767f73720a832dd5
xuastc_zstd_12x12.ktx2	5	32	8	16	42e84a0a2b9d330418af63879440c51482ddeae8c492996b767f73720a832dd5
xuastc_zstd_12x12.ktx2	5	128	8	16	42e84a0a2b9d330418af63879440c51482ddeae8c492996b767f73720a832dd5
xuastc_zstd_12x12.ktx2	5	512	8	16	42e84a0a2b9d330418af63879440c51482ddeae8c492996b767f73720a832dd5
xuastc_zstd_12x12.ktx2	5	0	9	16	2f3d2e60de514d21f3bfac3ca93bafe532a193f3159a4b9ec39d67666ef15903
xuastc_zstd_12x12.ktx2	5	32	9	16	2f3d2e60de514d21f3bfac3ca93bafe532a193f3159a4b9ec39d67666ef15903
xuastc_zstd_12x12.ktx2	5	128	9	16	2f3d2e60de514d21f3bfac3ca93bafe532a193f3159a4b9ec39d67666ef15903
xuastc_zstd_12x12.ktx2	5	512	9	16	2f3d2e60de514d21f3bfac3ca93bafe532a193f3159a4b9ec39d67666ef15903
xuastc_zstd_12x12.ktx2	6	0	8	16	ba351ef8911f3a5dcd618fdda609e8854b6e553c7aa0c1972bcf0191e3952c7a
